ds,yhat,yhat_lower,yhat_upper,sku,run_id,type
2021-02-05,46.243757662307985,38.90659554175296,53.12029572555612,Classic Seasonal,20251207_2248,forecast
2021-02-06,52.940352030381156,46.09338920361904,60.17113108363275,Classic Seasonal,20251207_2248,forecast
2021-02-07,52.75043797127676,46.07893181937727,59.945287227649956,Classic Seasonal,20251207_2248,forecast
2021-02-08,47.24991043090997,40.51179818511098,54.659305486700475,Classic Seasonal,20251207_2248,forecast
2021-02-09,47.77978639319434,40.766162662099696,54.97002866924874,Classic Seasonal,20251207_2248,forecast
2021-02-10,48.73360311794913,41.86027646801532,55.53226257191167,Classic Seasonal,20251207_2248,forecast
2021-02-11,49.14114088843392,42.04670034915408,56.2639874221881,Classic Seasonal,20251207_2248,forecast
2021-02-12,49.06116093991798,41.60787608247228,56.14141720242359,Classic Seasonal,20251207_2248,forecast
2021-02-13,55.62204161022726,48.631559300527925,62.632725541511086,Classic Seasonal,20251207_2248,forecast
2021-02-14,55.30544490777818,48.54449346614376,62.266307529230964,Classic Seasonal,20251207_2248,forecast
2021-02-15,49.688633160284276,42.87183078129029,56.966341796027834,Classic Seasonal,20251207_2248,forecast
2021-02-16,50.11269492952885,43.14500015520186,56.85545714588064,Classic Seasonal,20251207_2248,forecast
2021-02-17,50.972962330196125,44.15921297997817,57.96646536560112,Classic Seasonal,20251207_2248,forecast
2021-02-18,51.30024989351712,44.528351969838894,58.6023625625135,Classic Seasonal,20251207_2248,forecast
2021-02-19,51.15398523770897,43.76958841493414,57.89264449676117,Classic Seasonal,20251207_2248,forecast
2021-02-20,57.66214257544422,50.11536833283638,64.8351314930285,Classic Seasonal,20251207_2248,forecast
2021-02-21,57.30806100440428,50.24055976247698,64.38162613534367,Classic Seasonal,20251207_2248,forecast
2021-02-22,51.66868184636269,44.680808199828675,59.04688194853136,Classic Seasonal,20251207_2248,forecast
2021-02-23,52.083384137368796,45.23587944069373,58.9664498334727,Classic Seasonal,20251207_2248,forecast
2021-02-24,52.947454766110404,46.27652861229345,60.30653097994703,Classic Seasonal,20251207_2248,forecast
2021-02-25,53.29087848081843,45.611216402009774,60.063783774148064,Classic Seasonal,20251207_2248,forecast
2021-02-26,53.17189695208362,45.952458873395734,60.18521166563212,Classic Seasonal,20251207_2248,forecast
2021-02-27,59.71627516403146,52.253150781317316,67.12823520052918,Classic Seasonal,20251207_2248,forecast
2021-02-28,59.40730619114315,52.51703062034686,66.43635025146645,Classic Seasonal,20251207_2248,forecast
2021-03-01,53.820002544417726,46.83165944273582,60.916480788709244,Classic Seasonal,20251207_2248,forecast
2021-03-02,54.29057242651241,47.06155291945619,61.390490338981756,Classic Seasonal,20251207_2248,forecast
2021-03-03,55.21297115505844,48.534713136350724,62.35053235873617,Classic Seasonal,20251207_2248,forecast
2021-03-04,55.615267498882126,48.663498913961995,62.319644244661276,Classic Seasonal,20251207_2248,forecast
2021-03-05,55.55365251047443,48.436107233463595,62.79024039663357,Classic Seasonal,20251207_2248,forecast
2021-03-06,62.15105597689863,55.669152370458406,69.23556066824584,Classic Seasonal,20251207_2248,forecast
2021-03-07,61.89035027539337,54.40745711567669,69.00303828474856,Classic Seasonal,20251207_2248,forecast
2021-03-08,56.344503488989304,49.14187648015536,63.506571567232214,Classic Seasonal,20251207_2248,forecast
2021-03-09,56.846699185862654,50.155436626185335,64.63790129036627,Classic Seasonal,20251207_2248,forecast
2021-03-10,57.78996681037659,50.88682551458266,64.76104140917163,Classic Seasonal,20251207_2248,forecast
2021-03-11,58.201116980067326,51.13678656595376,65.23192014521136,Classic Seasonal,20251207_2248,forecast
2021-03-12,58.13518779087182,51.53047383317598,65.57624962181576,Classic Seasonal,20251207_2248,forecast
2021-03-13,64.71339432199147,57.73383250945962,72.17118056918127,Classic Seasonal,20251207_2248,forecast
2021-03-14,64.41951016809864,56.92873748863387,71.02978798243355,Classic Seasonal,20251207_2248,forecast
2021-03-15,58.825956924589,51.6445229356547,65.96963200233114,Classic Seasonal,20251207_2248,forecast
2021-03-16,59.26453857312668,52.42078554864707,66.43918877617672,Classic Seasonal,20251207_2248,forecast
2021-03-17,60.129118954402564,52.92187334855358,67.69469632176397,Classic Seasonal,20251207_2248,forecast
2021-03-18,60.447091782883234,53.82785334414463,67.62567429311692,Classic Seasonal,20251207_2248,forecast
2021-03-19,60.27422848549543,53.148187377051016,67.25494671864575,Classic Seasonal,20251207_2248,forecast
2021-03-20,66.73192382248627,59.34365187591128,73.72984536973725,Classic Seasonal,20251207_2248,forecast
2021-03-21,66.30671788077997,59.580061536351614,73.41011959968692,Classic Seasonal,20251207_2248,forecast
2021-03-22,60.572285167353584,53.08565751211607,67.73014680324864,Classic Seasonal,20251207_2248,forecast
2021-03-23,60.86074801998877,53.791188796956206,67.23129093051277,Classic Seasonal,20251207_2248,forecast
2021-03-24,61.56836747001064,54.310733365883614,68.50058816082928,Classic Seasonal,20251207_2248,forecast
2021-03-25,61.72451684801706,54.74057564755606,68.84015574208439,Classic Seasonal,20251207_2248,forecast
2021-03-26,61.38690322435516,54.22300233569412,68.31280223006321,Classic Seasonal,20251207_2248,forecast
2021-03-27,67.67808498073961,61.10865160115958,74.69212097538872,Classic Seasonal,20251207_2248,forecast
2021-03-28,67.0881143668391,60.36434038923376,74.0955016131421,Classic Seasonal,20251207_2248,forecast
2021-03-29,61.19241099122303,54.1978028808067,68.36484379053452,Classic Seasonal,20251207_2248,forecast
2021-03-30,61.3236440646973,54.14245085571452,68.15483623745187,Classic Seasonal,20251207_2248,forecast
2021-03-31,61.8804317106313,54.90818406430964,68.97437187509354,Classic Seasonal,20251207_2248,forecast
2021-04-01,61.89381860051235,54.8493785078855,69.04028797133003,Classic Seasonal,20251207_2248,forecast
2021-04-02,61.4228768397204,54.74253145939334,68.23956865490294,Classic Seasonal,20251207_2248,forecast
2021-04-03,67.59050665437663,60.79689139473641,74.37235947527031,Classic Seasonal,20251207_2248,forecast
2021-04-04,66.88921580523223,59.84472204247214,74.01078269270683,Classic Seasonal,20251207_2248,forecast
2021-04-05,60.89489860781677,53.7578016977206,67.5688409081289,Classic Seasonal,20251207_2248,forecast
2021-04-06,60.939312565746064,53.91144319752225,68.00099458111455,Classic Seasonal,20251207_2248,forecast
2021-04-07,61.42181565601631,53.993175095159,68.09045059238956,Classic Seasonal,20251207_2248,forecast
2021-04-08,61.37338088736985,53.7664792122223,68.09022597030587,Classic Seasonal,20251207_2248,forecast
2021-04-09,60.852612261342514,54.43822392808996,67.62959499894147,Classic Seasonal,20251207_2248,forecast
2021-04-10,66.98086623327583,60.03727892627676,73.85589660128626,Classic Seasonal,20251207_2248,forecast
2021-04-11,66.2512069052475,59.16831302037682,73.6136377604032,Classic Seasonal,20251207_2248,forecast
2021-04-12,60.23812999549823,53.19716411565034,67.43934957368329,Classic Seasonal,20251207_2248,forecast
2021-04-13,60.27067298275119,53.353092926308456,67.33279531137296,Classic Seasonal,20251207_2248,forecast
2021-04-14,60.747228316116654,54.09853219583456,67.377765463753,Classic Seasonal,20251207_2248,forecast
2021-04-15,60.6971309823814,53.738939653814384,67.18628211914108,Classic Seasonal,20251207_2248,forecast
2021-04-16,60.1771229472944,52.84743002617491,67.5654487345842,Classic Seasonal,20251207_2248,forecast
2021-04-17,66.30582542371387,58.93847813380834,73.48034129118672,Classic Seasonal,20251207_2248,forecast
2021-04-18,65.57589585643998,59.13791619501283,72.51644232626079,Classic Seasonal,20251207_2248,forecast
2021-04-19,59.55971827541166,52.422362588515924,66.4603751661122,Classic Seasonal,20251207_2248,forecast
2021-04-20,59.58316330146597,52.75009538911613,66.34088760430127,Classic Seasonal,20251207_2248,forecast
2021-04-21,60.04348821256152,53.62313373923407,67.10624316736391,Classic Seasonal,20251207_2248,forecast
2021-04-22,59.968502727161855,52.89522780052903,67.09928287668869,Classic Seasonal,20251207_2248,forecast
2021-04-23,59.4134812746932,52.493960278941636,66.43454954888767,Classic Seasonal,20251207_2248,forecast
2021-04-24,65.49497952816422,58.74173719562289,72.20461771937586,Classic Seasonal,20251207_2248,forecast
2021-04-25,64.7061808390961,57.60452502044765,71.75230772492267,Classic Seasonal,20251207_2248,forecast
2021-04-26,58.61853504876427,51.202954496931824,65.63004871394237,Classic Seasonal,20251207_2248,forecast
2021-04-27,58.55614517996831,51.55459175205496,66.09884539591194,Classic Seasonal,20251207_2248,forecast
2021-04-28,58.916726382375224,51.86702629243208,65.64961375720515,Classic Seasonal,20251207_2248,forecast
2021-04-29,58.728317705865265,51.647129842860295,65.18193926658563,Classic Seasonal,20251207_2248,forecast
2021-04-30,58.046606372507775,51.12521533879328,65.23754660315304,Classic Seasonal,20251207_2248,forecast
2021-05-01,63.9880498742564,56.82530672602246,71.33027311884901,Classic Seasonal,20251207_2248,forecast
2021-05-02,63.048371082891094,56.23497774155536,69.98453700144469,Classic Seasonal,20251207_2248,forecast
2021-05-03,56.80010351659,49.99796489654032,63.571974865864,Classic Seasonal,20251207_2248,forecast
2021-05-04,56.56756236717311,49.99177667887538,63.79955712210975,Classic Seasonal,20251207_2248,forecast
2021-05-05,56.75082052237736,49.57434334702225,63.45034310179581,Classic Seasonal,20251207_2248,forecast
2021-05-06,56.379925965463286,49.43344355643594,62.93070038191746,Classic Seasonal,20251207_2248,forecast
2021-05-07,55.51259999139194,48.09262257959037,62.531697208835155,Classic Seasonal,20251207_2248,forecast
2021-05-08,61.266629942760495,53.64934596347572,67.85352154954347,Classic Seasonal,20251207_2248,forecast
2021-05-09,60.14148196277509,52.60415295315866,67.24110867060304,Classic Seasonal,20251207_2248,forecast
2021-05-10,53.71172626519013,46.591419451017536,60.876143369475585,Classic Seasonal,20251207_2248,forecast
2021-05-11,53.302571217952206,46.327270538990504,60.16448631964733,Classic Seasonal,20251207_2248,forecast
2021-05-12,53.31684082085897,46.11695067017134,59.634994963022116,Classic Seasonal,20251207_2248,forecast
2021-05-13,52.78668813326551,45.91939313293549,59.7252485932413,Classic Seasonal,20251207_2248,forecast
2021-05-14,51.77166409826022,45.002768447016344,58.340657660269805,Classic Seasonal,20251207_2248,forecast
2021-05-15,57.39038394623823,50.193485237897406,64.63317585653606,Classic Seasonal,20251207_2248,forecast
2021-05-16,56.1452669522509,48.797888278631646,62.63558281471561,Classic Seasonal,20251207_2248,forecast
2021-05-17,49.611857231300164,43.35396245691817,57.17536614640037,Classic Seasonal,20251207_2248,forecast
2021-05-18,49.11494225359213,42.06179385113283,55.965796573570735,Classic Seasonal,20251207_2248,forecast
2021-05-19,49.058558569633924,42.11330788308209,56.23327299893398,Classic Seasonal,20251207_2248,forecast
2021-05-20,48.475232917804995,41.52392579308958,55.43321044577698,Classic Seasonal,20251207_2248,forecast
2021-05-21,47.4244575003664,40.64717876528096,54.69003109143327,Classic Seasonal,20251207_2248,forecast
2021-05-22,53.02366932936949,45.94424535281233,59.88812841358159,Classic Seasonal,20251207_2248,forecast
2021-05-23,51.7761588490101,45.137282818485666,59.01724123670293,Classic Seasonal,20251207_2248,forecast
2021-05-24,45.25632980589528,38.087322108998706,52.38496218759375,Classic Seasonal,20251207_2248,forecast
2021-05-25,44.78644648608581,37.98652350491655,51.823398127587744,Classic Seasonal,20251207_2248,forecast
2021-05-26,44.76971175407907,37.87883016994083,51.87975676300625,Classic Seasonal,20251207_2248,forecast
2021-05-27,44.23707872223308,37.41238788122485,51.57256937568337,Classic Seasonal,20251207_2248,forecast
2021-05-28,43.24617323352807,36.191248784793764,50.03342142820364,Classic Seasonal,20251207_2248,forecast
2021-05-29,48.91162388041436,42.588819038166434,56.21660320229858,Classic Seasonal,20251207_2248,forecast
2021-05-30,47.736173368316386,40.92484389836838,54.92810162522074,Classic Seasonal,20251207_2248,forecast
2021-05-31,41.29190672974549,34.76550074131904,48.122808343949956,Classic Seasonal,20251207_2248,forecast
2021-06-01,40.89765129796359,33.767488427489305,47.62955800642645,Classic Seasonal,20251207_2248,forecast
2021-06-02,40.95514528625462,33.84687583137215,47.733689406913655,Classic Seasonal,20251207_2248,forecast
2021-06-03,40.49343205592686,33.281844240284364,47.969028761478135,Classic Seasonal,20251207_2248,forecast
2021-06-04,39.56823538264759,32.487330406003146,46.93802990821312,Classic Seasonal,20251207_2248,forecast
2021-06-05,45.291639145469034,38.441291474428354,52.166252221656855,Classic Seasonal,20251207_2248,forecast
2021-06-06,44.16639387264036,37.516220530811864,50.91668509775487,Classic Seasonal,20251207_2248,forecast
2021-06-07,37.76309936363678,30.928376074720486,44.98146530366699,Classic Seasonal,20251207_2248,forecast
2021-06-08,37.398237400033835,30.525813643862797,44.391551817281375,Classic Seasonal,20251207_2248,forecast
2021-06-09,37.47340526055377,30.334893280903618,44.60292073698452,Classic Seasonal,20251207_2248,forecast
2021-06-10,37.01726196137312,29.673150033610522,43.89159125151394,Classic Seasonal,20251207_2248,forecast
2021-06-11,36.085321356000925,29.16762630089118,43.171601742078856,Classic Seasonal,20251207_2248,forecast
2021-06-12,41.78894301739791,34.94269256035979,49.076038503001406,Classic Seasonal,20251207_2248,forecast
2021-06-13,40.632792839497775,33.817167058090504,47.979274170456456,Classic Seasonal,20251207_2248,forecast
2021-06-14,34.1879372286226,27.185545878513643,41.05605142548611,Classic Seasonal,20251207_2248,forecast
2021-06-15,33.770464977971166,26.604107914139835,41.065569115396954,Classic Seasonal,20251207_2248,forecast
2021-06-16,33.78374240304768,26.748096627728447,40.866300829285315,Classic Seasonal,20251207_2248,forecast
2021-06-17,33.257869483257096,26.402239078425858,40.23389220074877,Classic Seasonal,20251207_2248,forecast
2021-06-18,32.249850925784834,25.497479104951275,39.80313590960058,Classic Seasonal,20251207_2248,forecast
2021-06-19,37.87186147812347,30.50544733533093,45.072828803249394,Classic Seasonal,20251207_2248,forecast
2021-06-20,36.63182776088648,29.75901261957653,43.56247441788307,Classic Seasonal,20251207_2248,forecast
2021-06-21,100.06559862024436,92.81357637070089,107.45193645961679,Classic Seasonal,20251207_2248,forecast
2021-06-22,29.60016964383617,22.78952437543783,36.42295618973654,Classic Seasonal,20251207_2248,forecast
2021-06-23,29.53087026303985,22.334818497500056,36.91301181644069,Classic Seasonal,20251207_2248,forecast
2021-06-24,28.926391585899996,22.135452378179856,36.4388111552993,Classic Seasonal,20251207_2248,forecast
2021-06-25,27.84529467660471,21.063443910219295,35.26328072327877,Classic Seasonal,20251207_2248,forecast
2021-06-26,33.40035960870709,26.77948427244792,40.20147916658642,Classic Seasonal,20251207_2248,forecast
2021-06-27,32.10229697930418,25.401516145268,39.11323263572505,Classic Seasonal,20251207_2248,forecast
2021-06-28,25.524623572443815,18.72292819000353,32.50286652968468,Classic Seasonal,20251207_2248,forecast
2021-06-29,24.983437311487144,17.5998626517147,31.987009234155458,Classic Seasonal,20251207_2248,forecast
2021-06-30,24.885707307418446,17.616246615453953,31.676881620202316,Classic Seasonal,20251207_2248,forecast
2021-07-01,24.263758501528486,17.259747820117102,31.079019962027846,Classic Seasonal,20251207_2248,forecast
2021-07-02,23.176224091042616,15.84376645652918,29.63339252387376,Classic Seasonal,20251207_2248,forecast
2021-07-03,28.73490118699242,21.607156665745567,36.165705628566975,Classic Seasonal,20251207_2248,forecast
2021-07-04,27.45163158834373,20.13252649607875,34.594530808469635,Classic Seasonal,20251207_2248,forecast
2021-07-05,20.89911630907724,13.742291631579738,27.666391735348917,Classic Seasonal,20251207_2248,forecast
2021-07-06,20.391318358943472,13.228885012421589,27.31419683464365,Classic Seasonal,20251207_2248,forecast
2021-07-07,20.334823463335695,13.573924895222875,27.445114750441114,Classic Seasonal,20251207_2248,forecast
2021-07-08,19.760892821311884,12.827950913963688,27.182255179164553,Classic Seasonal,20251207_2248,forecast
2021-07-09,18.72685944529404,11.824222403287736,26.16919302819495,Classic Seasonal,20251207_2248,forecast
2021-07-10,24.342330311773434,17.178729445842663,31.55095639126406,Classic Seasonal,20251207_2248,forecast
2021-07-11,23.119264816620724,15.939871202663799,30.181245426670102,Classic Seasonal,20251207_2248,forecast
2021-07-12,16.62875169806091,9.76799404502411,23.769178966151426,Classic Seasonal,20251207_2248,forecast
2021-07-13,16.18205775722579,9.760600706261839,23.314132137672214,Classic Seasonal,20251207_2248,forecast
2021-07-14,16.18507153897819,9.266419395157596,23.414909258416685,Classic Seasonal,20251207_2248,forecast
2021-07-15,15.667930377225327,8.95758434906847,22.708800605885077,Classic Seasonal,20251207_2248,forecast
2021-07-16,14.68686058833213,7.687440544511806,21.621028440415717,Classic Seasonal,20251207_2248,forecast
2021-07-17,20.349719867073183,13.690510462415043,27.514032359257037,Classic Seasonal,20251207_2248,forecast
2021-07-18,19.169261148519638,12.060388740206827,26.379899634396338,Classic Seasonal,20251207_2248,forecast
2021-07-19,12.715853930708851,5.729254860710321,19.987563645877817,Classic Seasonal,20251207_2248,forecast
2021-07-20,12.299155706150463,4.8329009444344475,19.109329386996365,Classic Seasonal,20251207_2248,forecast
2021-07-21,12.325610704421377,5.507031242667998,18.970386509227655,Classic Seasonal,20251207_2248,forecast
2021-07-22,11.825619339278012,4.7406835955473055,18.857395988258766,Classic Seasonal,20251207_2248,forecast
2021-07-23,10.855787187394302,3.5867258513028664,17.65766037663037,Classic Seasonal,20251207_2248,forecast
2021-07-24,16.523770216187163,9.312905541318255,23.769984461881226,Classic Seasonal,20251207_2248,forecast
2021-07-25,15.34468521900109,8.36118994347451,22.553155023278997,Classic Seasonal,20251207_2248,forecast
2021-07-26,8.889736218522723,2.0667865459341113,15.830338471643895,Classic Seasonal,20251207_2248,forecast
2021-07-27,8.468469755424737,1.6274299865114166,15.328297500766345,Classic Seasonal,20251207_2248,forecast
2021-07-28,8.489291236553735,1.6598882267740502,15.842130628787976,Classic Seasonal,20251207_2248,forecast
2021-07-29,7.984141622653615,0.767960205575201,15.058275825965259,Classic Seasonal,20251207_2248,forecast
2021-07-30,7.011123161741389,-0.056795476366756685,13.973433580481077,Classic Seasonal,20251207_2248,forecast
2021-07-31,12.678619307030399,5.446737252672301,20.096426921227373,Classic Seasonal,20251207_2248,forecast
2021-08-01,11.504828132525512,4.565318993972937,18.623158422966192,Classic Seasonal,20251207_2248,forecast
2021-08-02,5.062275322090183,-2.234048531970548,11.382932732581287,Classic Seasonal,20251207_2248,forecast
2021-08-03,4.660640339875255,-2.251143829030708,11.505723242762919,Classic Seasonal,20251207_2248,forecast
2021-08-04,4.71028321794803,-2.802115483614758,11.119109655424552,Classic Seasonal,20251207_2248,forecast
2021-08-05,4.244427274318368,-3.2378089700886723,11.345791190845407,Classic Seasonal,20251207_2248,forecast
2021-08-06,3.3221663510954778,-4.0039899419639395,10.541095644334195,Classic Seasonal,20251207_2248,forecast
2021-08-07,9.051869993963502,2.2338525259770967,15.831964219029505,Classic Seasonal,20251207_2248,forecast
2021-08-08,7.95385596432193,0.7918268672952117,14.22619183798933,Classic Seasonal,20251207_2248,forecast
2021-08-09,1.6008110659923507,-5.281213545883077,8.383788135324727,Classic Seasonal,20251207_2248,forecast
2021-08-10,1.301214058100743,-5.088843413941776,8.597945985364245,Classic Seasonal,20251207_2248,forecast
2021-08-11,1.465902716441378,-5.415682464637752,8.48768435098013,Classic Seasonal,20251207_2248,forecast
2021-08-12,1.1277956649036922,-6.298001864687933,7.84335734101997,Classic Seasonal,20251207_2248,forecast
2021-08-13,0.3453166536077472,-6.982506387673208,7.1093000602316225,Classic Seasonal,20251207_2248,forecast
2021-08-14,6.225122137598743,-0.9304750978259005,13.410307209955208,Classic Seasonal,20251207_2248,forecast
2021-08-15,5.287950745114216,-1.4270548986726157,12.16187734829958,Classic Seasonal,20251207_2248,forecast
2021-08-16,-0.8950103672014302,-7.582318212616494,5.71016564758648,Classic Seasonal,20251207_2248,forecast
2021-08-17,-1.0180692156594078,-8.123213206337986,6.261932875641405,Classic Seasonal,20251207_2248,forecast
2021-08-18,-0.6713869051667205,-7.358531806324515,5.687926962837623,Classic Seasonal,20251207_2248,forecast
2021-08-19,-0.8236846218844276,-7.728035011254991,5.613072055573623,Classic Seasonal,20251207_2248,forecast
2021-08-20,-1.418373661813533,-8.39110092151872,5.907148748933278,Classic Seasonal,20251207_2248,forecast
2021-08-21,4.648519158044877,-2.344670398258516,11.497030770281928,Classic Seasonal,20251207_2248,forecast
2021-08-22,3.8973979611530365,-3.241013693595674,10.935368654991438,Classic Seasonal,20251207_2248,forecast
2021-08-23,-2.1025752593170677,-8.735779128330163,4.94790674645083,Classic Seasonal,20251207_2248,forecast
2021-08-24,-2.048781193097835,-9.068521285922785,4.654453244874263,Classic Seasonal,20251207_2248,forecast
2021-08-25,-1.5324217962638362,-8.59369261196456,6.046311891248651,Classic Seasonal,20251207_2248,forecast
2021-08-26,-1.5236572835261217,-7.7085807704406175,5.366039032259982,Classic Seasonal,20251207_2248,forecast
2021-08-27,-1.96729702628663,-9.233965204869422,4.824868336410583,Classic Seasonal,20251207_2248,forecast
2021-08-28,4.238610326212198,-2.9149691101077067,10.936089354273781,Classic Seasonal,20251207_2248,forecast
2021-08-29,3.615003696973186,-3.0933104283117414,10.836788339743928,Classic Seasonal,20251207_2248,forecast
2021-08-30,-2.269923797483318,-9.442529775003418,4.874557718000853,Classic Seasonal,20251207_2248,forecast
2021-08-31,-2.1154070122451025,-9.259293071297394,4.421296074779568,Classic Seasonal,20251207_2248,forecast
2021-09-01,-1.5123360507229073,-8.603152301777545,5.209077252517937,Classic Seasonal,20251207_2248,forecast
2021-09-02,-1.4308536823664575,-8.194018616769693,5.83171274783702,Classic Seasonal,20251207_2248,forecast
2021-09-03,-1.815639352682249,-8.706628000214533,4.879499282294118,Classic Seasonal,20251207_2248,forecast
2021-09-04,4.434802761534515,-2.5316970817680566,11.130578646802162,Classic Seasonal,20251207_2248,forecast
2021-09-05,3.843517548261858,-2.939995922471677,11.342040913824675,Classic Seasonal,20251207_2248,forecast
2021-09-06,-2.020727575690988,-8.924777727435842,4.676857530366151,Classic Seasonal,20251207_2248,forecast
2021-09-07,-1.8575380173257712,-8.984876729604357,5.050742435192317,Classic Seasonal,20251207_2248,forecast
2021-09-08,-1.256097517960964,-8.235042810986643,5.648988949081926,Classic Seasonal,20251207_2248,forecast
2021-09-09,-1.1852528979887267,-8.164104286093547,6.009777954044912,Classic Seasonal,20251207_2248,forecast
2021-09-10,-1.5884148679159324,-8.353623555627385,4.95449804080166,Classic Seasonal,20251207_2248,forecast
2021-09-11,4.636435978433211,-2.6819960769190234,11.4117625954349,Classic Seasonal,20251207_2248,forecast
2021-09-12,4.015253964249066,-3.250693850268869,10.874795166269765,Classic Seasonal,20251207_2248,forecast
2021-09-13,-1.882002971929935,-8.829463380048802,5.248586217919177,Classic Seasonal,20251207_2248,forecast
2021-09-14,-1.754888928844536,-9.148273734875708,4.743807215992225,Classic Seasonal,20251207_2248,forecast
2021-09-15,-1.19065635337932,-8.236322974853568,5.4604427253622525,Classic Seasonal,20251207_2248,forecast
2021-09-16,-1.1568261911140134,-8.244858112450826,5.45900832137512,Classic Seasonal,20251207_2248,forecast
2021-09-17,-1.5956992550370024,-8.021939868826333,5.582457917593104,Classic Seasonal,20251207_2248,forecast
2021-09-18,4.59493014471487,-2.6833884289882812,11.884380259508443,Classic Seasonal,20251207_2248,forecast
2021-09-19,3.9434240091757715,-2.8955919792583296,11.379542146334964,Classic Seasonal,20251207_2248,forecast
2021-09-20,-1.9797181445148027,-8.834286777861678,5.054947732000113,Classic Seasonal,20251207_2248,forecast
2021-09-21,-1.8747751977403329,-8.542160248933822,4.947658520514572,Classic Seasonal,20251207_2248,forecast
2021-09-22,-1.32794929155584,-8.271912857265516,5.525019054120525,Classic Seasonal,20251207_2248,forecast
2021-09-23,-1.3063975130547607,-8.109655727531225,5.7063330523288815,Classic Seasonal,20251207_2248,forecast
2021-09-24,-1.752328946213945,-8.69771644183246,5.395739596053049,Classic Seasonal,20251207_2248,forecast
2021-09-25,4.435599323426883,-2.866572973847843,11.35551585653204,Classic Seasonal,20251207_2248,forecast
2021-09-26,3.787102062601338,-3.3736913710489786,10.297510364016407,Classic Seasonal,20251207_2248,forecast
2021-09-27,-2.127816170399209,-9.218517570092672,4.741868681654424,Classic Seasonal,20251207_2248,forecast
2021-09-28,-2.0111543305930937,-8.780396590599858,5.240722738960467,Classic Seasonal,20251207_2248,forecast
2021-09-29,-1.4489972771087296,-8.266809054437797,5.590336558794061,Classic Seasonal,20251207_2248,forecast
2021-09-30,-1.4089902588367795,-8.184029348183008,5.9136690387834125,Classic Seasonal,20251207_2248,forecast
2021-10-01,-1.834005555573385,-8.880060143655783,4.568903321367157,Classic Seasonal,20251207_2248,forecast
2021-10-02,4.375792306358651,-2.339046462236014,11.219252403267634,Classic Seasonal,20251207_2248,forecast
2021-10-03,3.7509464906154317,-3.767860887302981,11.152101680469302,Classic Seasonal,20251207_2248,forecast
2021-10-04,-2.1394306797142617,-8.90551344429303,4.806480014671161,Classic Seasonal,20251207_2248,forecast
2021-10-05,-1.9993248899165619,-9.734348776395342,5.132846523154011,Classic Seasonal,20251207_2248,forecast
2021-10-06,-1.4148394413207426,-7.817850125327571,5.831868456042354,Classic Seasonal,20251207_2248,forecast
2021-10-07,-1.3541153025147215,-8.28380372102225,5.92674785036896,Classic Seasonal,20251207_2248,forecast
2021-10-08,-1.7605729796276504,-8.561029775397438,4.779305198522029,Classic Seasonal,20251207_2248,forecast
2021-10-09,4.464344818020129,-2.7434624779376273,11.385431466936325,Classic Seasonal,20251207_2248,forecast
2021-10-10,3.852342683357976,-2.6941837176944867,10.654493796974988,Classic Seasonal,20251207_2248,forecast
2021-10-11,-2.0279349037710457,-9.031162500076645,5.2146956808414044,Classic Seasonal,20251207_2248,forecast
2021-10-12,-1.8819585200500957,-9.389818346307722,5.5081015224876655,Classic Seasonal,20251207_2248,forecast
2021-10-13,-1.295285613659989,-8.038167750151985,5.983046678505223,Classic Seasonal,20251207_2248,forecast
2021-10-14,-1.2359417497336926,-8.003685182597048,5.638660637071548,Classic Seasonal,20251207_2248,forecast
2021-10-15,-1.647253552918508,-8.580094183361894,5.238735038446121,Classic Seasonal,20251207_2248,forecast
2021-10-16,4.568715534771223,-2.813850662400867,11.377276467123451,Classic Seasonal,20251207_2248,forecast
2021-10-17,3.945489264873342,-3.3993172314218554,10.591307901000997,Classic Seasonal,20251207_2248,forecast
2021-10-18,-1.9481118316563157,-8.874008181163727,5.217155835894351,Classic Seasonal,20251207_2248,forecast
2021-10-19,-1.8184260469368845,-9.184466391940951,4.815467974784113,Classic Seasonal,20251207_2248,forecast
2021-10-20,-1.2498859069571762,-8.008353832798617,5.275239472293971,Classic Seasonal,20251207_2248,forecast
2021-10-21,-1.2098703001476843,-8.220619756273194,5.972061995175286,Classic Seasonal,20251207_2248,forecast
2021-10-22,-1.6411363543623436,-8.654101489047132,5.147741509707946,Classic Seasonal,20251207_2248,forecast
2021-10-23,4.554045758658773,-2.798112775650093,11.019383577151364,Classic Seasonal,20251207_2248,forecast
2021-10-24,3.911367309203247,-3.548699304791597,10.931759827834084,Classic Seasonal,20251207_2248,forecast
2021-10-25,-1.9998945534269064,-8.468382044028923,4.934215537434583,Classic Seasonal,20251207_2248,forecast
2021-10-26,-1.886733428334777,-8.932351777227293,5.17757431794966,Classic Seasonal,20251207_2248,forecast
2021-10-27,-1.3323113982298027,-8.625824299159001,5.803910099750096,Classic Seasonal,20251207_2248,forecast
2021-10-28,-1.3032793199516668,-8.356780041516378,5.054769320870602,Classic Seasonal,20251207_2248,forecast
2021-10-29,-1.741803688534208,-8.930747625080969,5.263957232808401,Classic Seasonal,20251207_2248,forecast
2021-10-30,4.449604437399089,-2.379107097189711,11.879382303394161,Classic Seasonal,20251207_2248,forecast
2021-10-31,3.8087200355128488,-3.9118989013734624,11.063298176754616,Classic Seasonal,20251207_2248,forecast
